-1	2	-1	-1	39.6
-1	2	-1	-1	38.7
-1	2	-1	-1	38.1
-1	2	-1	-1	40.6
-1	2	-1	-1	16.9
-1	2	-1	-1	35.8
-1	2	-1	-1	37.2
-1	2	-1	-1	36.1
-1	2	-1	-1	35.6
-1	2	-1	-1	35.6
-1	2	-1	-1	25
-1	2	-1	-1	38.7
-1	2	-1	-1	36
-1	2	-1	-1	35.6
-1	2	-1	-1	31.4
-1	2	-1	-1	21.9
-1	2	-1	-1	36.5
-1	2	-1	-1	38.9
-1	2	-1	-1	38.7
-1	2	-1	-1	37.5
-1	2	-1	-1	39.1
-1	2	-1	-1	32.6
-1	2	-1	-1	36.6
-1	2	-1	-1	38.6
-1	2	-1	-1	40.1
-1	2	-1	-1	38.6
-1	2	-1	-1	38.4
-1	2	-1	-1	33.8
-1	2	-1	-1	37.2
-1	2	-1	-1	38.7
-1	2	-1	-1	37.2
-1	2	-1	-1	31.4
-1	2	-1	-1	37.8
-1	2	-1	-1	36.6
-1	2	-1	-1	44.3
-1	2	-1	-1	32.5
1	2	1	1	142
1	2	1	1	152
1	2	1	1	138
1	2	1	1	150
1	2	1	1	151
1	2	1	1	145
1	2	1	1	152
1	2	1	1	149
1	2	1	1	153
1	2	1	1	137
1	2	1	1	148
1	2	1	1	158
1	2	1	1	155
1	2	1	1	155
1	2	1	1	146
1	2	1	1	154
1	2	1	1	157
1	2	1	1	143
1	2	1	1	153
1	2	1	1	155
1	2	1	1	152
1	2	1	1	148
1	2	1	1	146
1	2	1	1	153
1	2	1	1	151
1	2	1	1	138
1	2	1	1	148
1	2	1	1	147
1	2	1	1	150
1	2	1	1	153
1	2	1	1	141
1	2	1	1	151
1	2	1	1	147
1	2	1	1	151
1	2	1	1	148
1	2	1	1	149
1	2	1	1	153
1	2	1	1	148
1	2	1	1	146
1	2	1	1	148
1	2	1	-1	45.6
1	2	1	-1	40.3
1	2	1	-1	41.9
1	2	1	-1	34.6
1	2	1	-1	39.8
1	2	1	-1	40.9
1	2	1	-1	46.2
1	2	1	-1	38.6
1	2	1	-1	44.2
1	2	1	-1	44.8
1	2	1	-1	37.6
1	2	1	-1	39.8
1	2	1	-1	38.7
1	2	1	-1	38.6
1	2	1	-1	32.9
1	2	1	-1	36.6
1	2	1	-1	36.7
1	2	1	-1	36.4
1	2	1	-1	36.1
1	2	1	-1	35.2
1	2	1	-1	35.6
1	2	1	-1	37.7
1	2	1	-1	38.3
1	2	1	-1	40.2
1	2	1	-1	37.8
1	2	1	-1	40
1	2	1	-1	37.7
1	2	1	-1	39.6
1	2	1	-1	41.9
1	2	1	-1	32.8
1	2	1	-1	43.5
1	2	1	-1	36.7
1	2	1	-1	38.8
1	2	1	-1	34.6
1	2	1	-1	43.5
1	2	1	-1	37.3
1	2	1	-1	40.7
1	2	1	-1	44
1	2	1	-1	43.3
1	2	1	-1	44.6
1	2	-1	1	155
1	2	-1	1	155
1	2	-1	1	157
1	2	-1	1	143
1	2	-1	1	154
1	2	-1	1	151
1	2	-1	1	152
1	2	-1	1	146
1	2	-1	1	153
1	2	-1	1	156
1	2	-1	1	156
1	2	-1	1	153
1	2	-1	1	146
1	2	-1	1	152
1	2	-1	1	151
1	2	-1	1	154
1	2	-1	1	143
1	2	-1	1	157
1	2	-1	1	155
1	2	-1	1	155
1	2	-1	1	143
1	2	-1	1	154
1	2	-1	1	154
1	2	-1	1	150
1	2	-1	1	149
1	2	-1	1	157
1	2	-1	1	157
1	2	-1	1	152
1	2	-1	1	155
1	2	-1	1	159
1	2	-1	1	154
1	2	-1	1	158
1	2	-1	1	144
1	2	-1	1	157
1	2	-1	1	154
1	2	-1	1	157
1	2	-1	1	154
1	2	-1	1	149
1	2	-1	1	158
1	2	-1	1	153
1	2	-1	-1	109
1	2	-1	-1	112
1	2	-1	-1	105
1	2	-1	-1	110
1	2	-1	-1	115
1	2	-1	-1	118
1	2	-1	-1	119
1	2	-1	-1	115
1	2	-1	-1	116
1	2	-1	-1	99.7
1	2	-1	-1	114
1	2	-1	-1	96.2
1	2	-1	-1	109
1	2	-1	-1	120
1	2	-1	-1	120
1	2	-1	-1	116
1	2	-1	-1	115
1	2	-1	-1	116
1	2	-1	-1	84.2
1	2	-1	-1	113
1	2	-1	-1	117
1	2	-1	-1	119
1	2	-1	-1	108
1	2	-1	-1	103
1	2	-1	-1	117
1	2	-1	-1	108
1	2	-1	-1	118
1	2	-1	-1	117
1	2	-1	-1	119
1	2	-1	-1	112
1	2	-1	-1	116
1	2	-1	-1	116
1	2	-1	-1	118
1	2	-1	-1	119
1	2	-1	-1	101
1	2	-1	-1	117
1	2	-1	-1	119
1	2	-1	-1	112
1	2	-1	-1	119
1	2	-1	-1	120
