-1	2	1	1	50.3
-1	2	1	1	51.3
-1	2	1	1	57.7
-1	2	1	1	53.5
-1	2	1	1	60.8
-1	2	1	1	58.8
-1	2	1	1	51.4
-1	2	1	1	52.4
-1	2	1	1	52.5
-1	2	1	1	47.1
-1	2	1	1	52.4
-1	2	1	1	43
-1	2	1	1	51.4
-1	2	1	1	50.3
-1	2	1	1	56.6
-1	2	1	1	58.6
-1	2	1	1	56.7
-1	2	1	1	54.5
-1	2	1	1	45.1
-1	2	1	1	56.7
-1	2	1	1	46.1
-1	2	1	1	51.4
-1	2	1	1	55.6
-1	2	1	1	53.5
-1	2	1	1	59.7
-1	2	1	1	54.6
-1	2	1	1	54.6
-1	2	1	1	41.9
-1	2	1	1	48.2
-1	2	1	1	54.5
-1	2	1	1	50.3
-1	2	1	1	53.4
-1	2	1	1	48.3
-1	2	1	1	52.4
-1	2	1	1	53.5
-1	2	1	1	54.5
-1	2	1	1	62.9
-1	2	1	1	64
-1	2	1	1	44.1
-1	2	1	1	57.6
-1	2	1	-1	51.7
-1	2	1	-1	68.8
-1	2	1	-1	59.9
-1	2	1	-1	44.1
-1	2	1	-1	23
-1	2	1	-1	33.5
-1	2	1	-1	18.8
-1	2	1	-1	40.7
-1	2	1	-1	59.6
-1	2	1	-1	62.5
-1	2	1	-1	55.3
-1	2	1	-1	55.5
-1	2	1	-1	61.8
-1	2	1	-1	70.3
-1	2	1	-1	28.1
-1	2	1	-1	17.7
-1	2	1	-1	26.3
-1	2	1	-1	45.2
-1	2	1	-1	42.2
-1	2	1	-1	47
-1	2	1	-1	62.8
-1	2	1	-1	55.5
-1	2	1	-1	58.8
-1	2	1	-1	42.9
-1	2	1	-1	51.4
-1	2	1	-1	48.4
-1	2	1	-1	68.1
-1	2	1	-1	78.7
-1	2	1	-1	78.3
-1	2	1	-1	78.8
-1	2	1	-1	61.3
-1	2	1	-1	69.8
-1	2	1	-1	79.3
-1	2	1	-1	83.2
-1	2	1	-1	85.4
-1	2	1	-1	77.8
-1	2	1	-1	78
-1	2	1	-1	79.5
-1	2	1	-1	77.6
-1	2	1	-1	69.5
-1	2	-1	1	55.5
-1	2	-1	1	59.7
-1	2	-1	1	60.8
-1	2	-1	1	53.5
-1	2	-1	1	62.9
-1	2	-1	1	54.5
-1	2	-1	1	58.7
-1	2	-1	1	59.8
-1	2	-1	1	63.9
-1	2	-1	1	54.6
-1	2	-1	1	58.7
-1	2	-1	1	61.8
-1	2	-1	1	66
-1	2	-1	1	53.6
-1	2	-1	1	57.7
-1	2	-1	1	57.6
-1	2	-1	1	68.2
-1	2	-1	1	64
-1	2	-1	1	58.7
-1	2	-1	1	60.8
-1	2	-1	1	52.4
-1	2	-1	1	63.9
-1	2	-1	1	62.9
-1	2	-1	1	60.8
-1	2	-1	1	52.4
-1	2	-1	1	67.1
-1	2	-1	1	58.8
-1	2	-1	1	52.4
-1	2	-1	1	67.1
-1	2	-1	1	61.9
-1	2	-1	1	62.9
-1	2	-1	1	63.9
-1	2	-1	1	63
-1	2	-1	1	63.9
-1	2	-1	1	65
-1	2	-1	1	58.8
-1	2	-1	1	67.1
-1	2	-1	1	54.3
-1	2	-1	1	64.1
-1	2	-1	1	47.2
-1	2	-1	-1	37.3
-1	2	-1	-1	35.5
-1	2	-1	-1	43.6
-1	2	-1	-1	37.6
