1	2	1	1	135
1	2	1	1	140
1	2	1	1	155
1	2	1	1	121
1	2	1	1	137
1	2	1	1	155
1	2	1	1	156
1	2	1	1	155
1	2	1	1	156
1	2	1	1	157
1	2	1	1	136
1	2	1	1	155
1	2	1	1	148
1	2	1	1	143
1	2	1	1	147
1	2	1	1	151
1	2	1	1	155
1	2	1	1	155
1	2	1	1	152
1	2	1	1	158
1	2	1	1	145
1	2	1	1	158
1	2	1	1	153
1	2	1	1	156
1	2	1	1	153
1	2	1	1	147
1	2	1	1	155
1	2	1	1	133
1	2	1	1	151
1	2	1	1	116
1	2	1	1	139
1	2	1	1	153
1	2	1	1	148
1	2	1	1	152
1	2	1	1	157
1	2	1	1	131
1	2	1	1	134
1	2	1	1	116
1	2	1	1	131
1	2	1	1	141
1	2	1	2	114
1	2	1	2	80.9
1	2	1	2	110
1	2	1	2	121
1	2	1	2	122
1	2	1	2	120
1	2	1	2	106
1	2	1	2	124
1	2	1	2	128
1	2	1	2	122
1	2	1	2	68.3
1	2	1	2	62.7
1	2	1	2	98
1	2	1	2	106
1	2	1	2	110
1	2	1	2	102
1	2	1	2	112
1	2	1	2	119
1	2	1	2	97.1
1	2	1	2	116
1	2	1	2	114
1	2	1	2	74.9
1	2	1	2	113
1	2	1	2	111
1	2	1	2	106
1	2	1	2	113
1	2	1	2	117
1	2	1	2	112
1	2	1	2	113
1	2	1	2	112
1	2	1	2	115
1	2	1	2	118
1	2	1	2	108
1	2	1	2	101
1	2	1	2	90.3
1	2	1	2	119
1	2	1	2	118
1	2	1	2	120
1	2	1	2	115
1	2	1	2	118
1	2	2	1	118
1	2	2	1	90.2
1	2	2	1	92.1
1	2	2	1	74.5
1	2	2	1	88.1
1	2	2	1	130
1	2	2	1	146
1	2	2	1	157
1	2	2	1	162
1	2	2	1	157
1	2	2	1	160
1	2	2	1	152
1	2	2	1	160
1	2	2	1	158
1	2	2	1	142
1	2	2	1	150
1	2	2	1	154
1	2	2	1	154
1	2	2	1	153
1	2	2	1	156
1	2	2	1	155
1	2	2	1	152
1	2	2	1	153
1	2	2	1	153
1	2	2	1	156
1	2	2	1	158
1	2	2	1	139
1	2	2	1	159
1	2	2	1	154
1	2	2	1	166
1	2	2	1	155
1	2	2	1	155
1	2	2	1	150
1	2	2	1	162
